receptor_id,candidate_pocket_id,ligand_id,pose_support_count,best_affinity_kcal,mean_affinity_kcal,n_seeds_completed,docking_mode,contact_residues,n_contact_residues,relationship_class,overall_druggability_tier,druggability_confidence,docking_priority,state_class,n_states_matched,pocket_status,diversity_verdict,coverage_fraction,normalized_entropy,ligand_support_strength,total_poses_in_pocket,fraction_of_receptor_poses
EGFR_170-200,EGFR_170-200_PKT15,97806,5,-6.67,-6.45,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.823,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT17,97806,10,-5.61,-5.44,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.823,moderate,10,0.065
EGFR_170-200,EGFR_170-200_PKT25,97806,5,-6.52,-6.36,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.823,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT26,97806,5,-5.80,-5.48,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.823,moderate,5,0.032
EGFR_170-200,EGFR_170-200_PKT28,97806,10,-4.97,-4.74,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.823,weak,10,0.065
EGFR_170-200,EGFR_170-200_PKT31,97806,5,-6.58,-6.48,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.823,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT33,97806,5,-6.54,-6.34,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.823,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT34,97806,59,-6.95,-6.41,3,focused,,0,allosteric_candidate,tier_1,high,primary,state_shifted_pocket,3,open,well_distributed,1.000,0.823,strong,59,0.381
EGFR_170-200,EGFR_170-200_PKT36,97806,5,-6.53,-6.28,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.823,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT01,VAX-C12_0,5,-8.99,-8.61,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.824,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT04,VAX-C12_0,2,-1.14,-1.09,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.824,weak,2,0.013
EGFR_170-200,EGFR_170-200_PKT05,VAX-C12_0,5,-7.63,-7.27,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.824,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT06,VAX-C12_0,10,-9.26,-8.82,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.824,strong,10,0.064
EGFR_170-200,EGFR_170-200_PKT10,VAX-C12_0,10,-7.73,-6.89,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.824,strong,10,0.064
EGFR_170-200,EGFR_170-200_PKT12,VAX-C12_0,9,-6.59,-6.23,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.824,strong,9,0.058
EGFR_170-200,EGFR_170-200_PKT13,VAX-C12_0,5,-7.55,-7.18,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.824,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT15,VAX-C12_0,5,-9.17,-8.95,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.824,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT17,VAX-C12_0,10,-6.79,-6.32,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.824,strong,10,0.064
EGFR_170-200,EGFR_170-200_PKT25,VAX-C12_0,5,-7.71,-7.29,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.824,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT26,VAX-C12_0,5,-6.04,-5.97,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.824,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT28,VAX-C12_0,10,-5.36,-4.93,1,focused,,0,rim_candidate,tier_3,low,secondary,state_shifted_pocket,3,open,well_distributed,1.000,0.824,moderate,10,0.064
EGFR_170-200,EGFR_170-200_PKT31,VAX-C12_0,5,-9.11,-8.85,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.824,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT33,VAX-C12_0,5,-7.66,-7.13,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,2,open,well_distributed,1.000,0.824,strong,5,0.032
EGFR_170-200,EGFR_170-200_PKT34,VAX-C12_0,60,-9.12,-8.38,3,focused,,0,allosteric_candidate,tier_1,high,primary,state_shifted_pocket,3,open,well_distributed,1.000,0.824,strong,60,0.385
EGFR_170-200,EGFR_170-200_PKT36,VAX-C12_0,5,-7.76,-7.39,1,focused,,0,allosteric_candidate,tier_3,low,exploratory,state_shifted_pocket,3,open,well_distributed,1.000,0.824,strong,5,0.032
