pocket_id,receptor_id,ligand_id,A1_ppi_interface,A2_druggability,A3_perturbation_relevance,A4_state_robustness,hotspot_overlap_fraction,mean_hotspot_confidence,n_robust_hotspots,n_method_agreement_both,overall_druggability_tier,druggability_confidence,best_proposal_score,relationship_class,hotspot_overlap_count,ligand_support_strength,pose_support_count,state_class,n_states_matched,diversity_verdict,coverage_fraction,phase1_loaded,phase2_loaded,phase3_loaded
EGFR_170-200_PKT31,EGFR_170-200,173940,0.253,0.1004,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.1320,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT33,EGFR_170-200,173940,0.253,0.0896,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.1680,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_170-200_PKT34,EGFR_170-200,173940,0.253,0.6448,0.525,0.65,0.000,1.706,14,0,tier_1,high,-0.1840,allosteric_candidate,0,strong,60,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT36,EGFR_170-200,173940,0.253,0.044,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.3200,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT01,EGFR_170-200,97806,0.253,0.2183,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.2610,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT04,EGFR_170-200,97806,0.253,0.1607,0.295,0.65,0.000,1.706,14,0,tier_3,low,0.0690,allosteric_candidate,0,weak,1,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT05,EGFR_170-200,97806,0.253,0.1565,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.0550,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT06,EGFR_170-200,97806,0.3102,0.1526,0.6444,0.65,0.143,1.706,14,0,tier_3,low,0.0420,rim_candidate,2,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT10,EGFR_170-200,97806,0.2814,0.1418,0.6297,0.65,0.071,1.706,14,0,tier_3,low,0.0060,rim_candidate,1,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT12,EGFR_170-200,97806,0.2814,0.1391,0.6297,0.65,0.071,1.706,14,0,tier_3,low,-0.0030,rim_candidate,1,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT13,EGFR_170-200,97806,0.253,0.1391,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.0030,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_170-200_PKT15,EGFR_170-200,97806,0.253,0.1343,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.0190,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT17,EGFR_170-200,97806,0.3386,0.1328,0.5791,0.65,0.214,1.706,14,0,tier_3,low,-0.0240,rim_candidate,3,moderate,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT25,EGFR_170-200,97806,0.253,0.1163,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.0790,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT26,EGFR_170-200,97806,0.253,0.1163,0.395,0.5667,0.000,1.706,14,0,tier_3,low,-0.0790,allosteric_candidate,0,moderate,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_170-200_PKT28,EGFR_170-200,97806,0.3102,0.1145,0.5044,0.65,0.143,1.706,14,0,tier_3,low,-0.0850,rim_candidate,2,weak,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT31,EGFR_170-200,97806,0.253,0.1004,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.1320,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT33,EGFR_170-200,97806,0.253,0.0896,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.1680,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_170-200_PKT34,EGFR_170-200,97806,0.253,0.6448,0.525,0.65,0.000,1.706,14,0,tier_1,high,-0.1840,allosteric_candidate,0,strong,59,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT36,EGFR_170-200,97806,0.253,0.044,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.3200,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT01,EGFR_170-200,VAX-C12_0,0.253,0.2183,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.2610,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT04,EGFR_170-200,VAX-C12_0,0.253,0.1607,0.305,0.65,0.000,1.706,14,0,tier_3,low,0.0690,allosteric_candidate,0,weak,2,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT05,EGFR_170-200,VAX-C12_0,0.253,0.1565,0.475,0.65,0.000,1.706,14,0,tier_3,low,0.0550,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT06,EGFR_170-200,VAX-C12_0,0.3102,0.1526,0.6444,0.65,0.143,1.706,14,0,tier_3,low,0.0420,rim_candidate,2,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT10,EGFR_170-200,VAX-C12_0,0.2814,0.1418,0.6297,0.65,0.071,1.706,14,0,tier_3,low,0.0060,rim_candidate,1,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT12,EGFR_170-200,VAX-C12_0,0.2814,0.1391,0.6197,0.65,0.071,1.706,14,0,tier_3,low,-0.0030,rim_candidate,1,strong,9,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT13,EGFR_170-200,VAX-C12_0,0.253,0.1391,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.0030,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_170-200_PKT15,EGFR_170-200,VAX-C12_0,0.253,0.1343,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.0190,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT17,EGFR_170-200,VAX-C12_0,0.3386,0.1328,0.6591,0.65,0.214,1.706,14,0,tier_3,low,-0.0240,rim_candidate,3,strong,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT25,EGFR_170-200,VAX-C12_0,0.253,0.1163,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.0790,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT26,EGFR_170-200,VAX-C12_0,0.253,0.1163,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.0790,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_170-200_PKT28,EGFR_170-200,VAX-C12_0,0.3102,0.1145,0.5644,0.65,0.143,1.706,14,0,tier_3,low,-0.0850,rim_candidate,2,moderate,10,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT31,EGFR_170-200,VAX-C12_0,0.253,0.1004,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.1320,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT33,EGFR_170-200,VAX-C12_0,0.253,0.0896,0.475,0.5667,0.000,1.706,14,0,tier_3,low,-0.1680,allosteric_candidate,0,strong,5,state_shifted_pocket,2,well_distributed,1.000,True,True,True
EGFR_170-200_PKT34,EGFR_170-200,VAX-C12_0,0.253,0.6448,0.525,0.65,0.000,1.706,14,0,tier_1,high,-0.1840,allosteric_candidate,0,strong,60,state_shifted_pocket,3,well_distributed,1.000,True,True,True
EGFR_170-200_PKT36,EGFR_170-200,VAX-C12_0,0.253,0.044,0.475,0.65,0.000,1.706,14,0,tier_3,low,-0.3200,allosteric_candidate,0,strong,5,state_shifted_pocket,3,well_distributed,1.000,True,True,True
3GT8_raw_PKT04,3GT8_raw,,0.253,0.1463,0.045,0.3167,0.000,1.706,14,0,tier_3,low,0.0210,low_relevance_candidate,0,none,0,uncertain_alignment,2,,,True,True,False
3GT8_raw_PKT06,3GT8_raw,,0.253,0.1325,0.045,0.2833,0.000,1.706,14,0,tier_3,low,-0.0250,low_relevance_candidate,0,none,0,state_specific_pocket,1,,,True,True,False
3GT8_raw_PKT09,3GT8_raw,,0.253,0.1208,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0640,low_relevance_candidate,0,none,0,uncertain_alignment,2,,,True,True,False
3GT8_raw_PKT12,3GT8_raw,,0.253,0.1172,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0760,low_relevance_candidate,0,none,0,uncertain_alignment,2,,,True,True,False
3GT8_raw_PKT13,3GT8_raw,,0.253,0.1169,0.045,0.4,0.000,1.706,14,0,tier_3,low,-0.0770,low_relevance_candidate,0,none,0,state_robust_pocket,3,,,True,True,False
3GT8_raw_PKT15,3GT8_raw,,0.253,0.1151,0.045,0.2833,0.000,1.706,14,0,tier_3,low,-0.0830,low_relevance_candidate,0,none,0,state_specific_pocket,1,,,True,True,False
3GT8_raw_PKT17,3GT8_raw,,0.253,0.1085,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.1050,low_relevance_candidate,0,none,0,uncertain_alignment,2,,,True,True,False
3GT8_raw_PKT18,3GT8_raw,,0.253,0.1064,0.045,0.4,0.000,1.706,14,0,tier_3,low,-0.1120,low_relevance_candidate,0,none,0,state_robust_pocket,3,,,True,True,False
3GT8_raw_PKT19,3GT8_raw,,0.253,0.1016,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.1280,low_relevance_candidate,0,none,0,uncertain_alignment,2,,,True,True,False
3GT8_raw_PKT21,3GT8_raw,,0.253,0.0929,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.1570,low_relevance_candidate,0,none,0,uncertain_alignment,2,,,True,True,False
EGFR_160-185_PKT06,EGFR_160-185,,0.253,0.1535,0.045,0.4,0.000,1.706,14,0,tier_3,low,0.0450,low_relevance_candidate,0,none,0,state_shifted_pocket,3,,,True,True,False
EGFR_160-185_PKT08,EGFR_160-185,,0.253,0.152,0.045,0.3167,0.000,1.706,14,0,tier_3,low,0.0400,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_160-185_PKT10,EGFR_160-185,,0.253,0.1508,0.045,0.3167,0.000,1.706,14,0,tier_3,low,0.0360,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_160-185_PKT17,EGFR_160-185,,0.253,0.1367,0.045,0.4,0.000,1.706,14,0,tier_3,low,-0.0110,low_relevance_candidate,0,none,0,state_shifted_pocket,3,,,True,True,False
EGFR_160-185_PKT18,EGFR_160-185,,0.253,0.1361,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0130,low_relevance_candidate,0,none,0,uncertain_alignment,2,,,True,True,False
EGFR_160-185_PKT20,EGFR_160-185,,0.253,0.1334,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0220,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_160-185_PKT21,EGFR_160-185,,0.253,0.1331,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0230,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_160-185_PKT22,EGFR_160-185,,0.253,0.131,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0300,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_160-185_PKT24,EGFR_160-185,,0.253,0.1283,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0390,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_160-185_PKT25,EGFR_160-185,,0.253,0.128,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0400,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_160-185_PKT26,EGFR_160-185,,0.253,0.1226,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0580,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_160-185_PKT28,EGFR_160-185,,0.253,0.1193,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0690,low_relevance_candidate,0,none,0,uncertain_alignment,2,,,True,True,False
EGFR_160-185_PKT31,EGFR_160-185,,0.253,0.1133,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0890,low_relevance_candidate,0,none,0,uncertain_alignment,2,,,True,True,False
EGFR_160-185_PKT32,EGFR_160-185,,0.253,0.113,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0900,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_160-185_PKT33,EGFR_160-185,,0.253,0.1118,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0940,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_160-185_PKT35,EGFR_160-185,,0.253,0.1058,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.1140,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_160-185_PKT36,EGFR_160-185,,0.253,0.1058,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.1140,low_relevance_candidate,0,none,0,uncertain_alignment,2,,,True,True,False
EGFR_160-185_PKT41,EGFR_160-185,,0.253,0.0929,0.045,0.2833,0.000,1.706,14,0,tier_3,low,-0.1570,low_relevance_candidate,0,none,0,state_specific_pocket,1,,,True,True,False
EGFR_160-185_PKT42,EGFR_160-185,,0.253,0.0884,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.1720,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_160-185_PKT44,EGFR_160-185,,0.253,0.0848,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.1840,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_170-200_PKT02,EGFR_170-200,,0.253,0.1721,0.045,0.2833,0.000,1.706,14,0,tier_3,low,0.1070,low_relevance_candidate,0,none,0,state_specific_pocket,1,,,True,True,False
EGFR_170-200_PKT03,EGFR_170-200,,0.253,0.1631,0.045,0.4,0.000,1.706,14,0,tier_3,low,0.0770,low_relevance_candidate,0,none,0,state_shifted_pocket,3,,,True,True,False
EGFR_170-200_PKT07,EGFR_170-200,,0.253,0.1496,0.045,0.4,0.000,1.706,14,0,tier_3,low,0.0320,low_relevance_candidate,0,none,0,state_shifted_pocket,3,,,True,True,False
EGFR_170-200_PKT08,EGFR_170-200,,0.253,0.1457,0.045,0.3167,0.000,1.706,14,0,tier_3,low,0.0190,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_170-200_PKT09,EGFR_170-200,,0.253,0.1445,0.045,0.3167,0.000,1.706,14,0,tier_3,low,0.0150,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_170-200_PKT11,EGFR_170-200,,0.253,0.1397,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0010,low_relevance_candidate,0,none,0,uncertain_alignment,2,,,True,True,False
EGFR_170-200_PKT14,EGFR_170-200,,0.253,0.1367,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0110,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_170-200_PKT16,EGFR_170-200,,0.253,0.1331,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0230,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_170-200_PKT18,EGFR_170-200,,0.253,0.1295,0.045,0.4,0.000,1.706,14,0,tier_3,low,-0.0350,low_relevance_candidate,0,none,0,state_shifted_pocket,3,,,True,True,False
EGFR_170-200_PKT19,EGFR_170-200,,0.253,0.1262,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0460,low_relevance_candidate,0,none,0,uncertain_alignment,2,,,True,True,False
EGFR_170-200_PKT20,EGFR_170-200,,0.253,0.1217,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0610,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_170-200_PKT21,EGFR_170-200,,0.253,0.1211,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0630,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_170-200_PKT22,EGFR_170-200,,0.253,0.1208,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0640,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_170-200_PKT23,EGFR_170-200,,0.253,0.1208,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0640,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_170-200_PKT24,EGFR_170-200,,0.253,0.1202,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.0660,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_170-200_PKT27,EGFR_170-200,,0.253,0.1151,0.045,0.4,0.000,1.706,14,0,tier_3,low,-0.0830,low_relevance_candidate,0,none,0,state_robust_pocket,3,,,True,True,False
EGFR_170-200_PKT29,EGFR_170-200,,0.253,0.1115,0.045,0.4,0.000,1.706,14,0,tier_3,low,-0.0950,low_relevance_candidate,0,none,0,state_shifted_pocket,3,,,True,True,False
EGFR_170-200_PKT30,EGFR_170-200,,0.253,0.1022,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.1260,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_170-200_PKT32,EGFR_170-200,,0.253,0.0929,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.1570,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_170-200_PKT35,EGFR_170-200,,0.253,0.0563,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.2790,low_relevance_candidate,0,none,0,state_shifted_pocket,2,,,True,True,False
EGFR_170-200_PKT37,EGFR_170-200,,0.253,0.0437,0.045,0.3167,0.000,1.706,14,0,tier_3,low,-0.3210,low_relevance_candidate,0,none,0,uncertain_alignment,2,,,True,True,False
