rank,pocket_id,receptor_id,ligand_id,mechanistic_class,perturbation_score,state_class,n_states_matched,state_interpretation,accessibility_label,confidence_modifier,state_caveat,classification_confidence,adjusted_confidence,A4_state_robustness,diversity_verdict,coverage_fraction
146,EGFR_160-185_PKT43,EGFR_160-185,97806,uncertain_mechanism_candidate,0.2475,state_shifted_pocket,2,unknown,mostly_accessible,flag,,low,low,0.5667,well_distributed,1.000
147,EGFR_160-185_PKT43,EGFR_160-185,VAX-C12_0,uncertain_mechanism_candidate,0.2475,state_shifted_pocket,2,unknown,mostly_accessible,flag,,low,low,0.5667,well_distributed,1.000
148,EGFR_170-200_PKT13,EGFR_170-200,173940,uncertain_mechanism_candidate,0.2475,state_shifted_pocket,2,unknown,mostly_accessible,flag,,low,low,0.5667,well_distributed,1.000
149,EGFR_170-200_PKT13,EGFR_170-200,97806,uncertain_mechanism_candidate,0.2475,state_shifted_pocket,2,unknown,mostly_accessible,flag,,low,low,0.5667,well_distributed,1.000
150,EGFR_170-200_PKT13,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,0.2475,state_shifted_pocket,2,unknown,mostly_accessible,flag,,low,low,0.5667,well_distributed,1.000
151,EGFR_170-200_PKT26,EGFR_170-200,173940,uncertain_mechanism_candidate,0.2475,state_shifted_pocket,2,unknown,mostly_accessible,flag,,low,low,0.5667,well_distributed,1.000
152,EGFR_170-200_PKT26,EGFR_170-200,97806,uncertain_mechanism_candidate,0.2475,state_shifted_pocket,2,unknown,mostly_accessible,flag,,low,low,0.5667,well_distributed,1.000
153,EGFR_170-200_PKT26,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,0.2475,state_shifted_pocket,2,unknown,mostly_accessible,flag,,low,low,0.5667,well_distributed,1.000
154,EGFR_170-200_PKT33,EGFR_170-200,173940,uncertain_mechanism_candidate,0.2475,state_shifted_pocket,2,unknown,mostly_accessible,flag,,low,low,0.5667,well_distributed,1.000
155,EGFR_170-200_PKT33,EGFR_170-200,97806,uncertain_mechanism_candidate,0.2475,state_shifted_pocket,2,unknown,mostly_accessible,flag,,low,low,0.5667,well_distributed,1.000
156,EGFR_170-200_PKT33,EGFR_170-200,VAX-C12_0,uncertain_mechanism_candidate,0.2475,state_shifted_pocket,2,unknown,mostly_accessible,flag,,low,low,0.5667,well_distributed,1.000
157,EGFR_170-200_PKT03,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1902,state_shifted_pocket,3,unknown,always_accessible,flag,,high,high,0.4,,
158,EGFR_160-185_PKT06,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1878,state_shifted_pocket,3,unknown,always_accessible,flag,,high,high,0.4,,
159,EGFR_170-200_PKT07,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1868,state_shifted_pocket,3,unknown,always_accessible,flag,,high,high,0.4,,
160,EGFR_160-185_PKT17,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1836,state_shifted_pocket,3,unknown,always_accessible,flag,,high,high,0.4,,
161,EGFR_170-200_PKT18,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1818,state_shifted_pocket,3,unknown,always_accessible,flag,,high,high,0.4,,
162,3GT8_raw_PKT13,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,0.1786,state_robust_pocket,3,unknown,always_accessible,flag,,high,high,0.4,,
163,EGFR_170-200_PKT27,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1782,state_robust_pocket,3,unknown,always_accessible,flag,,high,high,0.4,,
164,EGFR_170-200_PKT29,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1773,state_shifted_pocket,3,unknown,always_accessible,flag,,high,high,0.4,,
165,3GT8_raw_PKT18,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,0.176,state_robust_pocket,3,unknown,always_accessible,flag,,high,high,0.4,,
166,EGFR_160-185_PKT08,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1749,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
167,EGFR_170-200_PKT02,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1749,state_specific_pocket,1,state_dependent,single_state_only,flag,Only 1 receptor state has pocket data. Cannot determine if state-specific or under-sampled. NOTE: Single-state data. Cross-state persistence unknown. Re-evaluate when additional receptor states have pocket data.,high,high_provisional,0.2833,,
168,EGFR_160-185_PKT10,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1746,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
169,3GT8_raw_PKT04,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,0.1735,uncertain_alignment,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
170,EGFR_170-200_PKT08,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1733,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
171,EGFR_170-200_PKT09,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.173,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
172,EGFR_170-200_PKT11,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1718,uncertain_alignment,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
173,EGFR_170-200_PKT14,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1711,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
174,EGFR_160-185_PKT18,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1709,uncertain_alignment,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
175,EGFR_160-185_PKT20,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1703,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
176,EGFR_160-185_PKT21,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1702,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
177,EGFR_170-200_PKT16,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1702,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
178,EGFR_160-185_PKT22,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1697,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
179,EGFR_160-185_PKT24,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.169,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
180,EGFR_160-185_PKT25,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1689,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
181,EGFR_170-200_PKT19,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1685,uncertain_alignment,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
182,EGFR_160-185_PKT26,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1676,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
183,EGFR_170-200_PKT20,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1673,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
184,EGFR_170-200_PKT21,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1672,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
185,3GT8_raw_PKT09,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,0.1671,uncertain_alignment,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
186,EGFR_170-200_PKT22,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1671,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
187,EGFR_170-200_PKT23,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1671,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
188,EGFR_170-200_PKT24,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.167,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
189,EGFR_160-185_PKT28,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1667,uncertain_alignment,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
190,3GT8_raw_PKT12,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,0.1662,uncertain_alignment,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
191,EGFR_160-185_PKT31,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1652,uncertain_alignment,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
192,EGFR_160-185_PKT32,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1652,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
193,3GT8_raw_PKT06,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,0.165,state_specific_pocket,1,state_dependent,single_state_only,flag,Only 1 receptor state has pocket data. Cannot determine if state-specific or under-sampled. NOTE: Single-state data. Cross-state persistence unknown. Re-evaluate when additional receptor states have pocket data.,high,high_provisional,0.2833,,
194,EGFR_160-185_PKT33,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1649,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
195,3GT8_raw_PKT17,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,0.164,uncertain_alignment,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
196,EGFR_160-185_PKT35,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1634,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
197,EGFR_160-185_PKT36,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1634,uncertain_alignment,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
198,EGFR_170-200_PKT30,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1625,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
199,3GT8_raw_PKT19,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,0.1623,uncertain_alignment,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
200,3GT8_raw_PKT15,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,0.1607,state_specific_pocket,1,state_dependent,single_state_only,flag,Only 1 receptor state has pocket data. Cannot determine if state-specific or under-sampled. NOTE: Single-state data. Cross-state persistence unknown. Re-evaluate when additional receptor states have pocket data.,high,high_provisional,0.2833,,
201,3GT8_raw_PKT21,3GT8_raw,,ligandable_but_ppi_irrelevant_candidate,0.1601,uncertain_alignment,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
202,EGFR_170-200_PKT32,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1601,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
203,EGFR_160-185_PKT42,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.159,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
204,EGFR_160-185_PKT44,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1581,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
205,EGFR_160-185_PKT41,EGFR_160-185,,ligandable_but_ppi_irrelevant_candidate,0.1551,state_specific_pocket,1,state_dependent,single_state_only,flag,Only 1 receptor state has pocket data. Cannot determine if state-specific or under-sampled. NOTE: Single-state data. Cross-state persistence unknown. Re-evaluate when additional receptor states have pocket data.,high,high_provisional,0.2833,,
206,EGFR_170-200_PKT35,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.151,state_shifted_pocket,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
207,EGFR_170-200_PKT37,EGFR_170-200,,ligandable_but_ppi_irrelevant_candidate,0.1478,uncertain_alignment,2,unknown,mostly_accessible,flag,,high,high,0.3167,,
